pair,role_a,role_b,track,mfcc_l2,mfcc_mae,mfcc_pearsonr,mfcc_frame_l2,cosine_similarity,centroid_diff,rolloff_diff,bandwidth_diff,chroma_cosine,chroma_pearsonr,mel_l1,mel_l2,rms_db_diff,tempo_diff,mfcc_band_0_mae,mfcc_band_1_mae,mfcc_band_2_mae,mfcc_band_3_mae,mfcc_band_4_mae,mfcc_band_5_mae,mfcc_band_6_mae,mfcc_band_7_mae,mfcc_band_8_mae,mfcc_band_9_mae,mfcc_band_10_mae,mfcc_band_11_mae,mfcc_band_12_mae
benchmark_vs_target,benchmark,target,02034_Vitamin_Pets_Is_Dead_instrumental_chunk012_24000ms,218.34571838378906,46.32219696044922,0.77032595925223,65.56143951416016,0.6771939751077041,1318.59799574695,1098.3273323722506,549.0115813792922,0.9970432148279241,0.7024045440345313,31.60755157470703,35.198448181152344,3.974032911921169,102.5390625,64.61370849609375,81.66162109375,150.5110321044922,20.254539489746094,67.79780578613281,1.6469306945800781,7.459113121032715,61.25184631347656,35.16321563720703,55.24199676513672,20.489013671875,18.871644973754883,17.22610092163086
benchmark_vs_target,benchmark,target,02034_Vitamin_Pets_Is_Dead_instrumental_chunk013_26000ms,211.87545776367188,46.665950775146484,0.9357711146437748,77.62169647216797,0.8718493926083464,1061.5740873738987,212.17519345490837,1234.055447431239,0.971098963485343,0.22418277144197338,27.477556228637695,31.896024703979492,1.7370711275843895,25.634765625,125.91783142089844,32.80183410644531,111.99468994140625,26.24676513671875,53.315643310546875,23.987682342529297,4.82580041885376,71.77330017089844,36.07011032104492,41.59016418457031,5.550446510314941,21.46202278137207,51.12105178833008
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk000_0ms,253.9318389892578,52.69118881225586,0.6697666697491229,72.96170043945312,0.6500630017183039,3864.6964404596156,5694.892593881358,302.63591600894597,0.9760433057653217,-0.35602931078113054,32.294185638427734,37.30756759643555,7.171184510821977,9.916153661656537,104.6091537475586,7.61016845703125,165.0011444091797,88.92333984375,98.8768310546875,16.362695693969727,10.150810241699219,42.852691650390625,39.86042404174805,54.8953742980957,39.42814636230469,14.217212677001953,2.1974682807922363
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk001_2000ms,238.18418884277344,50.428001403808594,0.9060340911300776,74.83617401123047,0.8581418361644214,3391.4075668957403,4136.733973129936,509.81059037116347,0.9421973742025033,-0.28161654895305566,24.664339065551758,29.3682804107666,1.0483257059405062,41.606528072033896,166.4013671875,41.51446533203125,107.60250091552734,17.439842224121094,71.08660888671875,7.421491622924805,17.274675369262695,55.91392135620117,43.13275146484375,51.35968017578125,11.784046173095703,22.897592544555664,41.73507308959961
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk002_4000ms,231.8929901123047,47.62644958496094,0.7251235802051961,67.03780364990234,0.6744642669909827,3503.333478408053,4560.590890801471,88.1721107170606,0.9855349453883506,-0.5149866966750125,30.542160034179688,34.787689208984375,4.781677981045268,35.454184322033896,62.92164611816406,3.5535888671875,164.21636962890625,78.44253540039062,88.127685546875,10.489130020141602,11.818904876708984,44.689735412597656,39.972190856933594,55.75021743774414,41.889461517333984,14.07795524597168,3.194413661956787
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk003_6000ms,259.2942810058594,50.06565856933594,0.9007901277764768,82.67182159423828,0.8688615208990714,3104.312336751793,2680.3443618442698,841.1443858091584,0.9097758197256889,-0.7416805282595363,23.16649055480957,27.28567123413086,0.5393012669707886,52.88856907894737,206.18472290039062,31.530044555664062,82.91471862792969,1.6995124816894531,62.57474136352539,1.731588363647461,18.29893684387207,62.836509704589844,61.045074462890625,46.12540054321289,1.3539748191833496,39.756534576416016,34.80179977416992
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk004_8000ms,217.2550811767578,45.71049499511719,0.7734609367136137,61.968257904052734,0.6809788337266373,3388.724925668149,4371.245598171068,36.16949876997933,0.9792301099729367,-0.7464595811736706,30.303213119506836,34.28401565551758,2.7334265524386545,182.8954457803993,39.684417724609375,14.379486083984375,152.52346801757812,79.32056427001953,84.68196868896484,14.63899040222168,14.988321304321289,42.037235260009766,42.06026840209961,53.33412170410156,41.017799377441406,13.641827583312988,1.9279464483261108
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk005_10000ms,262.7712707519531,50.006935119628906,0.9096379747690827,76.27373504638672,0.8791340445821602,3479.9942934758346,4273.113730057426,40.18376007415873,0.9155868054069135,-0.385097981379664,21.573474884033203,26.502607345581055,4.3443099334751025,52.88856907894737,215.53843688964844,33.304412841796875,61.37574768066406,0.8503265380859375,67.98847198486328,19.095191955566406,1.0599298477172852,59.86863708496094,49.401275634765625,56.44574737548828,1.337867259979248,41.2186393737793,42.60547637939453
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk006_12000ms,226.67027282714844,47.19429016113281,0.7629804117339344,68.49993896484375,0.6903311833050669,3999.964033850525,5750.918662859046,818.6667155916998,0.9979889120986847,0.6972127280436746,31.166179656982422,36.88993453979492,1.908749342578819,112.75568181818181,59.790557861328125,24.288726806640625,153.89862060546875,81.95520782470703,100.2628402709961,25.873016357421875,0.09354233741760254,35.35865020751953,31.588821411132812,48.84471130371094,34.38191223144531,16.57322120666504,0.6158868670463562
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk007_14000ms,301.7733154296875,55.75588607788086,0.871225013101486,89.01518249511719,0.8672574018081145,3571.1058177608243,3402.4269999628477,632.6416269818028,0.929388456104729,-0.16805306637215367,23.479665756225586,28.14150047302246,4.257556768588845,49.59161931818181,257.65557861328125,55.24931335449219,55.7624626159668,24.9466552734375,77.4919204711914,3.7494068145751953,20.406734466552734,66.5806884765625,39.53142547607422,57.87874221801758,0.6703870296478271,30.372587203979492,34.53061294555664
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk008_16000ms,208.02565002441406,42.38316345214844,0.8141887594365902,60.633262634277344,0.6976601854349586,3229.2878396762976,4170.431656215502,53.31905960794029,0.9677844996527549,-0.8774972577247167,28.412418365478516,31.88492774963379,0.1933670636028566,11.969047542460117,2.466278076171875,10.355178833007812,142.9524688720703,77.33479309082031,84.1653060913086,14.102869033813477,13.133109092712402,46.55657958984375,37.759178161621094,61.3542594909668,37.71887969970703,22.5726318359375,0.5095804929733276
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk009_18000ms,254.17144775390625,56.98970413208008,0.8042479583079813,78.776123046875,0.7902457848552756,3897.90858262824,4806.902745288351,82.9441225494329,0.975671561191752,-0.010055353478421562,25.287675857543945,29.068973541259766,3.126190207680704,54.45177801724138,161.29327392578125,92.39521789550781,97.42546081542969,50.55198287963867,90.1112289428711,37.705116271972656,15.053518295288086,37.55143737792969,41.853763580322266,62.818416595458984,26.691452026367188,18.120759963989258,9.294442176818848
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk010_20000ms,205.01368713378906,42.14244842529297,0.8013228533041762,59.59878158569336,0.7125686158994848,3499.5636161425596,4659.897186445153,146.22882986547393,0.9771522278036892,-0.814178034175547,26.87908172607422,31.020713806152344,1.7558337458837894,19.29066349384098,5.516204833984375,7.11578369140625,142.70123291015625,77.60820007324219,83.88314819335938,21.082111358642578,14.756817817687988,40.214759826660156,38.5069465637207,53.993194580078125,38.324256896972656,18.732440948486328,5.416756629943848
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk011_22000ms,250.5475616455078,51.78477096557617,0.8249986514386655,81.00452423095703,0.7588467123982704,3433.827404429492,4588.276855634606,231.50269887931927,0.9819190697664866,-0.2599456157173491,25.23153305053711,29.27120590209961,7.60699309463654,38.53310032894737,123.11445617675781,66.8907699584961,162.71395874023438,39.57679748535156,95.37419128417969,11.581903457641602,14.416498184204102,32.36229705810547,32.39807891845703,50.21923828125,28.741376876831055,14.694475173950195,1.117961049079895
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk012_24000ms,204.6212615966797,42.09977340698242,0.8195276742476824,59.59073257446289,0.7139884069485631,3559.2054837468554,4845.971904422926,211.27918894226923,0.9826706224228547,-0.6494402844872279,27.129274368286133,31.388566970825195,0.29590098361193995,26.787716806220104,8.592117309570312,7.0653533935546875,138.93795776367188,79.28211975097656,88.70028686523438,19.899192810058594,12.057960510253906,40.35063552856445,38.047210693359375,55.08477783203125,35.352081298828125,19.08648109436035,4.840903282165527
benchmark_vs_target,benchmark,target,02035_Spowder_Miracle_Grow_instrumental_chunk013_26000ms,229.27870178222656,50.33132553100586,0.8088232207444812,76.05411529541016,0.7847867499341554,3563.0732709419963,4573.075857577117,43.05389037463465,0.97520100249363,-0.5701459948399731,24.705615997314453,28.40647315979004,2.454551852745954,72.39611395474138,84.266357421875,69.34854125976562,148.86703491210938,46.20644760131836,92.43437957763672,8.969106674194336,15.121989250183105,38.15484619140625,38.70687484741211,55.498931884765625,30.881500244140625,22.596858978271484,3.254476547241211
model_vs_source,model,source,02034_Vitamin_Pets_Is_Dead_instrumental_chunk005_10000ms,61.08399963378906,10.427275657653809,0.9994950355157904,21.043529510498047,0.9979540830914475,954.7621704602309,2528.5096513464096,1466.4969617109527,0.992954900993974,0.9604143118494597,3.466160297393799,6.614593982696533,2.745886839890325,0.0,48.5433349609375,29.053932189941406,17.362918853759766,10.314037322998047,5.820199966430664,2.5325927734375,2.5477495193481445,3.7633190155029297,2.9539594650268555,0.3152170181274414,3.202617883682251,5.272777557373047,3.871917724609375
